70;gov2;IDX_DR;0;10;2;10;6671420;6629497;11790;0;0;0;268032756
211;gov2;IDX_DR;0;10;3;10;551428;551388;73469;0;0;0;552582
257;gov2;IDX_DR;0;10;2;10;8754;4341;234;0;0;0;8898
259;gov2;IDX_DR;0;10;3;10;141575;141555;30151;0;0;0;142239
450;gov2;IDX_DR;0;10;2;10;97532;97029;21187;0;0;0;98211
527;gov2;IDX_DR;0;10;2;10;4083;3872;816;0;0;0;4221
591;gov2;IDX_DR;0;10;3;10;3107;3087;489;0;0;0;3242
626;gov2;IDX_DR;0;10;2;10;3784;3769;907;0;0;0;3907
717;gov2;IDX_DR;0;10;1;10;44999;44986;12399;0;0;0;45566
736;gov2;IDX_DR;0;10;4;10;105528;105498;16076;0;0;0;106208
775;gov2;IDX_DR;0;10;8;10;1702470;1701967;170744;0;0;0;1704593
892;gov2;IDX_DR;0;10;4;10;2965891;2959412;438505;0;0;0;2968045
966;gov2;IDX_DR;0;10;2;10;314304;314263;19844;0;0;0;314613
1113;gov2;IDX_DR;0;10;2;10;25845;25275;5673;0;0;0;25974
1131;gov2;IDX_DR;0;10;3;10;1349245;1349082;153077;0;0;0;1351414
1180;gov2;IDX_DR;0;10;7;10;1423044;1372613;158084;0;0;0;1424872
1209;gov2;IDX_DR;0;10;6;10;275252;258451;33806;0;0;0;277848
1235;gov2;IDX_DR;0;10;1;5;1898;663;113;0;0;0;2022
1243;gov2;IDX_DR;0;10;2;10;42950;42933;9634;0;0;0;43376
1248;gov2;IDX_DR;0;10;4;10;122806;122776;18965;0;0;0;123513
1253;gov2;IDX_DR;0;10;1;10;35468;34638;9292;0;0;0;35907
1264;gov2;IDX_DR;0;10;3;10;278835;278810;37764;0;0;0;279591
1286;gov2;IDX_DR;0;10;5;10;220689;218266;28734;0;0;0;221394
1412;gov2;IDX_DR;0;10;2;10;104768;103711;22176;0;0;0;105472
1468;gov2;IDX_DR;0;10;3;10;3018451;3018169;364829;0;0;0;3018801
1550;gov2;IDX_DR;0;10;1;10;348459;348425;336;0;0;0;348783
1551;gov2;IDX_DR;0;10;1;10;28679;28646;7492;0;0;0;28825
1613;gov2;IDX_DR;0;10;2;10;93038;93005;20913;0;0;0;93317
1661;gov2;IDX_DR;0;10;2;10;42705;42135;9333;0;0;0;42893
1796;gov2;IDX_DR;0;10;2;10;17241;16955;4070;0;0;0;17360
1847;gov2;IDX_DR;0;10;5;10;413563;413419;56793;0;0;0;415397
1903;gov2;IDX_DR;0;10;5;10;1905138;1885905;240111;0;0;0;1907351
1969;gov2;IDX_DR;0;10;2;10;54530;6979;1619;0;0;0;56916
2118;gov2;IDX_DR;0;10;4;10;1470263;1470175;270163;0;0;0;1470586
2146;gov2;IDX_DR;0;10;2;10;187945;187905;11759;0;0;0;188601
2217;gov2;IDX_DR;0;10;3;10;2070242;2070202;258223;0;0;0;2072525
2271;gov2;IDX_DR;0;10;2;10;1874913;1871208;324929;0;0;0;1875243
2321;gov2;IDX_DR;0;10;4;10;1672871;1672825;206632;0;0;0;1675007
2343;gov2;IDX_DR;0;10;6;10;1950749;1917293;215284;0;0;0;1952995
2348;gov2;IDX_DR;0;10;3;10;353724;327196;45773;0;0;0;356841
2383;gov2;IDX_DR;0;10;3;10;27544;22048;3392;0;0;0;28072
2388;gov2;IDX_DR;0;10;3;10;101197;101172;14160;0;0;0;101920
2449;gov2;IDX_DR;0;10;3;10;1333628;1332292;146166;0;0;0;1335867
2550;gov2;IDX_DR;0;10;4;10;438871;411337;59939;0;0;0;439646
2568;gov2;IDX_DR;0;10;5;10;1158414;1155516;155741;0;0;0;1160280
2602;gov2;IDX_DR;0;10;3;10;425197;407264;55445;0;0;0;428663
2669;gov2;IDX_DR;0;10;3;10;360172;343759;44740;0;0;0;361370
2761;gov2;IDX_DR;0;10;2;10;9981;7390;589;0;0;0;10116
2825;gov2;IDX_DR;0;10;2;10;365494;365465;73748;0;0;0;365790
2826;gov2;IDX_DR;0;10;1;10;9947;7555;1876;0;0;0;10083
2828;gov2;IDX_DR;0;10;3;10;299519;299449;40574;0;0;0;300332
3064;gov2;IDX_DR;0;10;1;10;4486;1558;249;0;0;0;4610
3068;gov2;IDX_DR;0;10;1;10;1132;1119;255;0;0;0;1233
3091;gov2;IDX_DR;0;10;5;10;405398;405370;58724;0;0;0;406158
3161;gov2;IDX_DR;0;10;1;10;5375;3003;606;0;0;0;5499
3234;gov2;IDX_DR;0;10;4;10;378580;378541;58464;0;0;0;379319
3281;gov2;IDX_DR;0;10;3;10;174843;172612;25062;0;0;0;175622
3398;gov2;IDX_DR;0;10;1;10;305242;303092;75141;0;0;0;305532
3421;gov2;IDX_DR;0;10;5;10;195828;193202;25668;0;0;0;196606
3443;gov2;IDX_DR;0;10;6;10;577230;576183;65638;0;0;0;577978
3628;gov2;IDX_DR;0;10;3;10;651131;649653;85871;0;0;0;652803
3764;gov2;IDX_DR;0;10;1;10;24894;15980;1483;0;0;0;25142
3828;gov2;IDX_DR;0;10;2;10;1821;1794;367;0;0;0;1932
3845;gov2;IDX_DR;0;10;2;10;259893;259878;51888;0;0;0;260605
3895;gov2;IDX_DR;0;10;3;10;85770;84251;12980;0;0;0;86477
3942;gov2;IDX_DR;0;10;3;10;435187;434523;60480;0;0;0;437097
3950;gov2;IDX_DR;0;10;5;10;1709684;1686640;213669;0;0;0;1711945
3972;gov2;IDX_DR;0;10;2;10;66097;56501;6803;0;0;0;68608
4001;gov2;IDX_DR;0;10;5;10;138202;138157;18408;0;0;0;138953
4151;gov2;IDX_DR;0;10;2;10;5751;5172;1288;0;0;0;5918
4153;gov2;IDX_DR;0;10;3;10;110055;110036;15340;0;0;0;110784
4172;gov2;IDX_DR;0;10;2;10;834649;833750;151553;0;0;0;836076
4212;gov2;IDX_DR;0;10;2;10;32867;30535;4327;0;0;0;33272
4234;gov2;IDX_DR;0;10;3;10;715192;715154;93090;0;0;0;717178
4290;gov2;IDX_DR;0;10;1;10;32997;22864;409;0;0;0;33253
4379;gov2;IDX_DR;0;10;4;10;1259469;1259432;175385;0;0;0;1261561
4521;gov2;IDX_DR;0;10;3;10;93060;80719;7881;0;0;0;93810
4526;gov2;IDX_DR;0;10;2;10;4323;3688;842;0;0;0;4468
4580;gov2;IDX_DR;0;10;2;10;2817;2802;631;0;0;0;2923
4684;gov2;IDX_DR;0;10;1;10;1007;995;220;0;0;0;1108
4688;gov2;IDX_DR;0;10;3;10;92909;92890;20338;0;0;0;93573
4720;gov2;IDX_DR;0;10;1;10;1262;1022;192;0;0;0;1380
4802;gov2;IDX_DR;0;10;2;10;22362;22344;6127;0;0;0;22669
4829;gov2;IDX_DR;0;10;1;9;842;828;182;0;0;0;942
4846;gov2;IDX_DR;0;10;3;10;490835;490817;64862;0;0;0;492921
4855;gov2;IDX_DR;0;10;2;10;47165;41833;3017;0;0;0;47559
